Iso_1_1,Gene_1
Iso_2_1810,Gene_1905
Iso_2_1811,Gene_1906
Iso_2_1812,Gene_1906
Iso_2_1813,Gene_1907
Iso_2_1814,Gene_1907
Iso_2_1815,Gene_1908
Iso_2_1816,Gene_1908
Iso_2_1817,Gene_1909
Iso_2_1818,Gene_1909
Iso_2_1819,Gene_1910
Iso_2_1820,Gene_1910
Iso_2_1821,Gene_1911
Iso_2_1822,Gene_1911
Iso_2_1823,Gene_1912
Iso_2_1824,Gene_1912
Iso_2_1825,Gene_1913
Iso_2_1826,Gene_1913
Iso_2_1827,Gene_1914
Iso_2_1828,Gene_1914
Iso_2_1829,Gene_1915
Iso_2_1830,Gene_1915
Iso_2_1831,Gene_1916
Iso_2_1832,Gene_1916
Iso_2_1833,Gene_1917
Iso_2_1834,Gene_1917
Iso_2_1835,Gene_1918
Iso_2_1836,Gene_1918
Iso_2_1837,Gene_1919
Iso_2_1838,Gene_1919
Iso_2_1839,Gene_1920
Iso_2_1840,Gene_1920
Iso_2_1841,Gene_1921
Iso_2_1842,Gene_1921
Iso_2_1843,Gene_1922
Iso_2_1844,Gene_1922
Iso_2_1845,Gene_1923
Iso_2_1846,Gene_1923
Iso_2_1847,Gene_1924
Iso_2_1848,Gene_1924
Iso_2_1849,Gene_1925
Iso_2_1850,Gene_1925
Iso_2_1851,Gene_1926
Iso_2_1852,Gene_1926
Iso_2_1853,Gene_1927
Iso_2_1854,Gene_1927
Iso_2_1855,Gene_1928
Iso_2_1856,Gene_1928
Iso_2_1857,Gene_1929
Iso_2_1858,Gene_1929
Iso_2_1859,Gene_1930
Iso_2_1860,Gene_1930
Iso_2_1861,Gene_1931
Iso_2_1862,Gene_1931
Iso_2_1863,Gene_1932
Iso_2_1864,Gene_1932
Iso_2_1865,Gene_1933
Iso_2_1866,Gene_1933
Iso_2_1867,Gene_1934
Iso_2_1868,Gene_1934
Iso_2_1869,Gene_1935
Iso_2_1870,Gene_1935
Iso_2_1871,Gene_1936
Iso_2_1872,Gene_1936
Iso_2_1873,Gene_1937
Iso_2_1874,Gene_1937
Iso_2_1875,Gene_1938
Iso_2_1876,Gene_1938
Iso_2_1877,Gene_1939
Iso_2_1878,Gene_1939
Iso_2_1879,Gene_1940
Iso_2_1880,Gene_1940
Iso_2_1881,Gene_1941
Iso_2_1882,Gene_1941
Iso_2_1883,Gene_1942
Iso_2_1884,Gene_1942
Iso_2_1885,Gene_1943
Iso_2_1886,Gene_1943
Iso_2_1887,Gene_1944
Iso_2_1888,Gene_1944
Iso_2_1889,Gene_1945
Iso_2_1890,Gene_1945
Iso_2_1891,Gene_1946
Iso_2_1892,Gene_1946
Iso_2_1893,Gene_1947
Iso_2_1894,Gene_1947
Iso_2_1895,Gene_1948
Iso_2_1896,Gene_1948
Iso_2_1897,Gene_1949
Iso_2_1898,Gene_1949
Iso_2_1899,Gene_1950
Iso_2_1900,Gene_1950
Iso_2_1901,Gene_1951
Iso_2_1902,Gene_1951
Iso_2_1903,Gene_1952
Iso_2_1904,Gene_1952
Iso_2_1905,Gene_1953
Iso_2_1906,Gene_1953
Iso_2_1907,Gene_1954
Iso_2_1908,Gene_1954
Iso_2_1909,Gene_1955
Iso_2_1910,Gene_1955
Iso_2_1911,Gene_1956
Iso_2_1912,Gene_1956
Iso_2_1913,Gene_1957
Iso_2_1914,Gene_1957
Iso_2_1915,Gene_1958
Iso_2_1916,Gene_1958
Iso_2_1917,Gene_1959
Iso_2_1918,Gene_1959
Iso_2_1919,Gene_1960
Iso_2_1920,Gene_1960
Iso_2_1921,Gene_1961
Iso_2_1922,Gene_1961
Iso_2_1923,Gene_1962
Iso_2_1924,Gene_1962
Iso_2_1925,Gene_1963
Iso_2_1926,Gene_1963
Iso_2_1927,Gene_1964
Iso_2_1928,Gene_1964
Iso_2_1929,Gene_1965
Iso_2_1930,Gene_1965
Iso_2_1931,Gene_1966
Iso_2_1932,Gene_1966
Iso_2_1933,Gene_1967
Iso_2_1934,Gene_1967
Iso_2_1935,Gene_1968
Iso_2_1936,Gene_1968
Iso_2_1937,Gene_1969
Iso_2_1938,Gene_1969
Iso_2_1939,Gene_1970
Iso_2_1940,Gene_1970
Iso_2_1941,Gene_1971
Iso_2_1942,Gene_1971
Iso_2_1943,Gene_1972
Iso_2_1944,Gene_1972
Iso_2_1945,Gene_1973
Iso_2_1946,Gene_1973
Iso_2_1947,Gene_1974
Iso_2_1948,Gene_1974
Iso_2_1949,Gene_1975
Iso_2_1950,Gene_1975
Iso_2_1951,Gene_1976
Iso_2_1952,Gene_1976
Iso_2_1953,Gene_1977
Iso_2_1954,Gene_1977
Iso_2_1955,Gene_1978
Iso_2_1956,Gene_1978
Iso_2_1957,Gene_1979
Iso_2_1958,Gene_1979
Iso_2_1959,Gene_1980
Iso_2_1960,Gene_1980
Iso_2_1961,Gene_1981
Iso_2_1962,Gene_1981
Iso_2_1963,Gene_1982
Iso_2_1964,Gene_1982
Iso_2_1965,Gene_1983
Iso_2_1966,Gene_1983
Iso_2_1967,Gene_1984
Iso_2_1968,Gene_1984
Iso_2_1969,Gene_1985
Iso_2_1970,Gene_1985
Iso_2_1971,Gene_1986
Iso_2_1972,Gene_1986
Iso_2_1973,Gene_1987
Iso_2_1974,Gene_1987
Iso_2_1975,Gene_1988
Iso_2_1976,Gene_1988
Iso_2_1977,Gene_1989
Iso_2_1978,Gene_1989
Iso_2_1979,Gene_1990
Iso_2_1980,Gene_1990
Iso_2_1981,Gene_1991
Iso_2_1982,Gene_1991
Iso_2_1983,Gene_1992
Iso_2_1984,Gene_1992
Iso_2_1985,Gene_1993
Iso_2_1986,Gene_1993
Iso_2_1987,Gene_1994
Iso_2_1988,Gene_1994
Iso_2_1989,Gene_1995
Iso_2_1990,Gene_1995
Iso_2_1991,Gene_1996
Iso_2_1992,Gene_1996
Iso_2_1993,Gene_1997
Iso_2_1994,Gene_1997
Iso_2_1995,Gene_1998
Iso_2_1996,Gene_1998
Iso_2_1997,Gene_1999
Iso_2_1998,Gene_1999
Iso_2_1999,Gene_2000
Iso_2_2000,Gene_2000
Iso_3_1,Gene_2001
Iso_3_2,Gene_2001
Iso_3_3,Gene_2001
Iso_3_4,Gene_2002
Iso_3_5,Gene_2002
Iso_3_6,Gene_2002
Iso_3_7,Gene_2003
Iso_3_8,Gene_2003
Iso_3_9,Gene_2003
Iso_3_10,Gene_2004
Iso_3_11,Gene_2004
Iso_3_12,Gene_2004
Iso_3_13,Gene_2005
Iso_3_14,Gene_2005
Iso_3_15,Gene_2005
Iso_3_16,Gene_2006
Iso_3_17,Gene_2006
Iso_3_18,Gene_2006
Iso_3_19,Gene_2007
Iso_3_20,Gene_2007
Iso_3_21,Gene_2007
Iso_3_22,Gene_2008
Iso_3_23,Gene_2008
Iso_3_24,Gene_2008
Iso_3_25,Gene_2009
Iso_3_26,Gene_2009
Iso_3_27,Gene_2009
Iso_3_28,Gene_2010
Iso_3_29,Gene_2010
Iso_3_30,Gene_2010
Iso_3_31,Gene_2011
Iso_3_32,Gene_2011
Iso_3_33,Gene_2011
Iso_3_34,Gene_2012
Iso_3_35,Gene_2012
Iso_3_36,Gene_2012
Iso_3_37,Gene_2013
Iso_3_38,Gene_2013
Iso_3_39,Gene_2013
Iso_3_40,Gene_2014
Iso_3_41,Gene_2014
Iso_3_42,Gene_2014
Iso_3_43,Gene_2015
Iso_3_44,Gene_2015
Iso_3_45,Gene_2015
Iso_3_46,Gene_2016
Iso_3_47,Gene_2016
Iso_3_48,Gene_2016
Iso_3_49,Gene_2017
Iso_3_50,Gene_2017
Iso_3_51,Gene_2017
Iso_3_52,Gene_2018
Iso_3_53,Gene_2018
Iso_3_54,Gene_2018
Iso_3_55,Gene_2019
Iso_3_56,Gene_2019
Iso_3_57,Gene_2019
Iso_3_58,Gene_2020
Iso_3_59,Gene_2020
Iso_3_60,Gene_2020
Iso_3_61,Gene_2021
Iso_3_62,Gene_2021
Iso_3_63,Gene_2021
Iso_3_64,Gene_2022
Iso_3_65,Gene_2022
Iso_3_66,Gene_2022
Iso_3_67,Gene_2023
Iso_3_68,Gene_2023
Iso_3_69,Gene_2023
Iso_3_70,Gene_2024
Iso_3_71,Gene_2024
Iso_3_72,Gene_2024
Iso_3_73,Gene_2025
Iso_3_74,Gene_2025
Iso_3_75,Gene_2025
Iso_3_76,Gene_2026
Iso_3_77,Gene_2026
Iso_3_78,Gene_2026
Iso_3_79,Gene_2027
Iso_3_80,Gene_2027
Iso_3_81,Gene_2027
Iso_3_82,Gene_2028
Iso_3_83,Gene_2028
Iso_3_84,Gene_2028
Iso_3_85,Gene_2029
Iso_3_86,Gene_2029
Iso_3_87,Gene_2029
Iso_3_88,Gene_2030
Iso_3_89,Gene_2030
Iso_3_90,Gene_2030
Iso_3_91,Gene_2031
Iso_3_92,Gene_2031
Iso_3_93,Gene_2031
Iso_3_94,Gene_2032
Iso_3_95,Gene_2032
Iso_3_96,Gene_2032
Iso_3_97,Gene_2033
Iso_3_98,Gene_2033
Iso_3_99,Gene_2033
Iso_3_100,Gene_2034
Iso_3_101,Gene_2034
Iso_3_102,Gene_2034
Iso_3_103,Gene_2035
Iso_3_104,Gene_2035
Iso_3_105,Gene_2035
Iso_3_106,Gene_2036
Iso_3_107,Gene_2036
Iso_3_108,Gene_2036
Iso_3_109,Gene_2037
Iso_3_110,Gene_2037
Iso_3_111,Gene_2037
Iso_3_112,Gene_2038
Iso_3_113,Gene_2038
Iso_3_114,Gene_2038
Iso_3_115,Gene_2039
Iso_3_116,Gene_2039
Iso_3_117,Gene_2039
Iso_3_118,Gene_2040
Iso_3_119,Gene_2040
Iso_3_120,Gene_2040
Iso_3_121,Gene_2041
Iso_3_122,Gene_2041
Iso_3_123,Gene_2041
Iso_3_124,Gene_2042
Iso_3_125,Gene_2042
Iso_3_126,Gene_2042
Iso_3_127,Gene_2043
Iso_3_128,Gene_2043
Iso_3_129,Gene_2043
Iso_3_130,Gene_2044
Iso_3_131,Gene_2044
Iso_3_132,Gene_2044
Iso_3_133,Gene_2045
Iso_3_134,Gene_2045
Iso_3_135,Gene_2045
Iso_3_136,Gene_2046
Iso_3_137,Gene_2046
Iso_3_138,Gene_2046
Iso_3_139,Gene_2047
Iso_3_140,Gene_2047
Iso_3_141,Gene_2047
Iso_3_142,Gene_2048
Iso_3_143,Gene_2048
Iso_3_144,Gene_2048
Iso_3_145,Gene_2049
Iso_3_146,Gene_2049
Iso_3_147,Gene_2049
Iso_3_148,Gene_2050
Iso_3_149,Gene_2050
Iso_3_150,Gene_2050
Iso_3_151,Gene_2051
Iso_3_152,Gene_2051
Iso_3_153,Gene_2051
Iso_3_154,Gene_2052
Iso_3_155,Gene_2052
Iso_3_156,Gene_2052
Iso_3_157,Gene_2053
Iso_3_158,Gene_2053
Iso_3_159,Gene_2053
Iso_3_160,Gene_2054
Iso_3_161,Gene_2054
Iso_3_162,Gene_2054
Iso_3_163,Gene_2055
Iso_3_164,Gene_2055
Iso_3_165,Gene_2055
Iso_3_166,Gene_2056
Iso_3_167,Gene_2056
Iso_3_168,Gene_2056
Iso_3_169,Gene_2057
Iso_3_170,Gene_2057
Iso_3_171,Gene_2057
Iso_3_172,Gene_2058
Iso_3_173,Gene_2058
Iso_3_174,Gene_2058
Iso_3_175,Gene_2059
Iso_3_176,Gene_2059
Iso_3_177,Gene_2059
Iso_3_178,Gene_2060
Iso_3_179,Gene_2060
Iso_3_180,Gene_2060
Iso_3_181,Gene_2061
Iso_3_182,Gene_2061
Iso_3_183,Gene_2061
Iso_3_184,Gene_2062
Iso_3_185,Gene_2062
Iso_3_186,Gene_2062
Iso_3_187,Gene_2063
Iso_3_188,Gene_2063
Iso_3_189,Gene_2063
Iso_3_190,Gene_2064
Iso_3_191,Gene_2064
Iso_3_192,Gene_2064
Iso_3_193,Gene_2065
Iso_3_194,Gene_2065
Iso_3_195,Gene_2065
Iso_3_196,Gene_2066
Iso_3_197,Gene_2066
Iso_3_198,Gene_2066
Iso_3_199,Gene_2067
Iso_3_200,Gene_2067
Iso_3_201,Gene_2067
Iso_3_202,Gene_2068
Iso_3_203,Gene_2068
Iso_3_204,Gene_2068
Iso_3_205,Gene_2069
Iso_3_206,Gene_2069
Iso_3_207,Gene_2069
Iso_3_208,Gene_2070
Iso_3_209,Gene_2070
Iso_3_210,Gene_2070
Iso_3_211,Gene_2071
Iso_3_212,Gene_2071
Iso_3_213,Gene_2071
Iso_3_214,Gene_2072
Iso_3_215,Gene_2072
Iso_3_216,Gene_2072
Iso_3_217,Gene_2073
Iso_3_218,Gene_2073
Iso_3_219,Gene_2073
Iso_3_220,Gene_2074
Iso_3_221,Gene_2074
Iso_3_222,Gene_2074
Iso_3_223,Gene_2075
Iso_3_224,Gene_2075
Iso_3_225,Gene_2075
Iso_3_226,Gene_2076
Iso_3_227,Gene_2076
Iso_3_228,Gene_2076
Iso_3_229,Gene_2077
Iso_3_230,Gene_2077
Iso_3_231,Gene_2077
Iso_3_232,Gene_2078
Iso_3_233,Gene_2078
Iso_3_234,Gene_2078
Iso_3_235,Gene_2079
Iso_3_236,Gene_2079
Iso_3_237,Gene_2079
Iso_3_238,Gene_2080
Iso_3_239,Gene_2080
Iso_3_240,Gene_2080
Iso_3_241,Gene_2081
Iso_3_242,Gene_2081
Iso_3_243,Gene_2081
Iso_3_244,Gene_2082
Iso_3_245,Gene_2082
Iso_3_246,Gene_2082
Iso_3_247,Gene_2083
Iso_3_248,Gene_2083
Iso_3_249,Gene_2083
Iso_3_250,Gene_2084
Iso_3_251,Gene_2084
Iso_3_252,Gene_2084
Iso_3_253,Gene_2085
Iso_3_254,Gene_2085
Iso_3_255,Gene_2085
Iso_3_256,Gene_2086
Iso_3_257,Gene_2086
Iso_3_258,Gene_2086
Iso_3_259,Gene_2087
Iso_3_260,Gene_2087
Iso_3_261,Gene_2087
Iso_3_262,Gene_2088
Iso_3_263,Gene_2088
Iso_3_264,Gene_2088
Iso_3_265,Gene_2089
Iso_3_266,Gene_2089
Iso_3_267,Gene_2089
Iso_3_268,Gene_2090
Iso_3_269,Gene_2090
Iso_3_270,Gene_2090
Iso_3_271,Gene_2091
Iso_3_272,Gene_2091
Iso_3_273,Gene_2091
Iso_3_274,Gene_2092
Iso_3_275,Gene_2092
Iso_3_276,Gene_2092
Iso_3_277,Gene_2093
Iso_3_278,Gene_2093
Iso_3_279,Gene_2093
Iso_3_280,Gene_2094
Iso_3_281,Gene_2094
Iso_3_282,Gene_2094
Iso_3_283,Gene_2095
Iso_3_284,Gene_2095
Iso_3_285,Gene_2095
Iso_3_286,Gene_2096
Iso_3_287,Gene_2096
Iso_3_288,Gene_2096
Iso_3_289,Gene_2097
Iso_3_290,Gene_2097
Iso_3_291,Gene_2097
Iso_3_292,Gene_2098
Iso_3_293,Gene_2098
Iso_3_294,Gene_2098
Iso_3_295,Gene_2099
Iso_3_296,Gene_2099
Iso_3_297,Gene_2099
Iso_3_298,Gene_2100
Iso_3_299,Gene_2100
Iso_3_300,Gene_2100
Iso_3_301,Gene_2101
Iso_3_302,Gene_2101
Iso_3_303,Gene_2101
Iso_3_304,Gene_2102
Iso_3_305,Gene_2102
Iso_3_306,Gene_2102
Iso_3_307,Gene_2103
Iso_3_308,Gene_2103
Iso_3_309,Gene_2103
Iso_3_310,Gene_2104
Iso_3_311,Gene_2104
Iso_3_312,Gene_2104
Iso_3_313,Gene_2105
Iso_3_314,Gene_2105
Iso_3_315,Gene_2105
Iso_3_316,Gene_2106
Iso_3_317,Gene_2106
Iso_3_318,Gene_2106
Iso_3_319,Gene_2107
Iso_3_320,Gene_2107
Iso_3_321,Gene_2107
Iso_3_322,Gene_2108
Iso_3_323,Gene_2108
Iso_3_324,Gene_2108
Iso_3_325,Gene_2109
Iso_3_326,Gene_2109
Iso_3_327,Gene_2109
Iso_3_328,Gene_2110
Iso_3_329,Gene_2110
Iso_3_330,Gene_2110
Iso_3_331,Gene_2111
Iso_3_332,Gene_2111
Iso_3_333,Gene_2111
Iso_3_334,Gene_2112
Iso_3_335,Gene_2112
Iso_3_336,Gene_2112
Iso_3_337,Gene_2113
Iso_3_338,Gene_2113
Iso_3_339,Gene_2113
Iso_3_340,Gene_2114
Iso_3_341,Gene_2114
Iso_3_342,Gene_2114
Iso_3_343,Gene_2115
Iso_3_344,Gene_2115
Iso_3_345,Gene_2115
Iso_3_346,Gene_2116
Iso_3_347,Gene_2116
Iso_3_348,Gene_2116
Iso_3_349,Gene_2117
Iso_3_350,Gene_2117
Iso_3_351,Gene_2117
Iso_3_352,Gene_2118
Iso_3_353,Gene_2118
Iso_3_354,Gene_2118
Iso_3_355,Gene_2119
Iso_3_356,Gene_2119
Iso_3_357,Gene_2119
Iso_3_358,Gene_2120
Iso_3_359,Gene_2120
Iso_3_360,Gene_2120
Iso_3_361,Gene_2121
Iso_3_362,Gene_2121
Iso_3_363,Gene_2121
Iso_3_364,Gene_2122
Iso_3_365,Gene_2122
Iso_3_366,Gene_2122
Iso_3_367,Gene_2123
Iso_3_368,Gene_2123
Iso_3_369,Gene_2123
Iso_3_370,Gene_2124
Iso_3_371,Gene_2124
Iso_3_372,Gene_2124
Iso_3_373,Gene_2125
Iso_3_374,Gene_2125
Iso_3_375,Gene_2125
Iso_3_376,Gene_2126
Iso_3_377,Gene_2126
Iso_3_378,Gene_2126
Iso_3_379,Gene_2127
Iso_3_380,Gene_2127
Iso_3_381,Gene_2127
Iso_3_382,Gene_2128
Iso_3_383,Gene_2128
Iso_3_384,Gene_2128
Iso_3_385,Gene_2129
Iso_3_386,Gene_2129
Iso_3_387,Gene_2129
Iso_3_388,Gene_2130
Iso_3_389,Gene_2130
Iso_3_390,Gene_2130
Iso_3_391,Gene_2131
Iso_3_392,Gene_2131
Iso_3_393,Gene_2131
Iso_3_394,Gene_2132
Iso_3_395,Gene_2132
Iso_3_396,Gene_2132
Iso_3_397,Gene_2133
Iso_3_398,Gene_2133
Iso_3_399,Gene_2133
Iso_3_400,Gene_2134
Iso_3_401,Gene_2134
Iso_3_402,Gene_2134
Iso_3_403,Gene_2135
Iso_3_404,Gene_2135
Iso_3_405,Gene_2135
Iso_3_406,Gene_2136
Iso_3_407,Gene_2136
Iso_3_408,Gene_2136
Iso_3_409,Gene_2137
Iso_3_410,Gene_2137
Iso_3_411,Gene_2137
Iso_3_412,Gene_2138
Iso_3_413,Gene_2138
Iso_3_414,Gene_2138
Iso_3_415,Gene_2139
Iso_3_416,Gene_2139
Iso_3_417,Gene_2139
Iso_3_418,Gene_2140
Iso_3_419,Gene_2140
Iso_3_420,Gene_2140
Iso_3_421,Gene_2141
Iso_3_422,Gene_2141
Iso_3_423,Gene_2141
Iso_3_424,Gene_2142
Iso_3_425,Gene_2142
Iso_3_426,Gene_2142
Iso_3_427,Gene_2143
Iso_3_428,Gene_2143
Iso_3_429,Gene_2143
Iso_3_430,Gene_2144
Iso_3_431,Gene_2144
Iso_3_432,Gene_2144
Iso_3_433,Gene_2145
Iso_3_434,Gene_2145
Iso_3_435,Gene_2145
Iso_3_436,Gene_2146
Iso_3_437,Gene_2146
Iso_3_438,Gene_2146
Iso_3_439,Gene_2147
Iso_3_440,Gene_2147
Iso_3_441,Gene_2147
Iso_3_442,Gene_2148
Iso_3_443,Gene_2148
Iso_3_444,Gene_2148
Iso_3_445,Gene_2149
Iso_3_446,Gene_2149
Iso_3_447,Gene_2149
Iso_3_448,Gene_2150
Iso_3_449,Gene_2150
Iso_3_450,Gene_2150
Iso_3_451,Gene_2151
Iso_3_452,Gene_2151
Iso_3_453,Gene_2151
Iso_3_454,Gene_2152
Iso_3_455,Gene_2152
Iso_3_456,Gene_2152
Iso_3_457,Gene_2153
Iso_3_458,Gene_2153
Iso_3_459,Gene_2153
Iso_3_460,Gene_2154
Iso_3_461,Gene_2154
Iso_3_462,Gene_2154
Iso_3_463,Gene_2155
Iso_3_464,Gene_2155
Iso_3_465,Gene_2155
Iso_3_466,Gene_2156
Iso_3_467,Gene_2156
Iso_3_468,Gene_2156
Iso_3_469,Gene_2157
Iso_3_470,Gene_2157
Iso_3_471,Gene_2157
Iso_3_472,Gene_2158
Iso_3_473,Gene_2158
Iso_3_474,Gene_2158
Iso_3_475,Gene_2159
Iso_3_476,Gene_2159
Iso_3_477,Gene_2159
Iso_3_478,Gene_2160
Iso_3_479,Gene_2160
Iso_3_480,Gene_2160
Iso_3_481,Gene_2161
Iso_3_482,Gene_2161
Iso_3_483,Gene_2161
Iso_3_484,Gene_2162
Iso_3_485,Gene_2162
Iso_3_486,Gene_2162
Iso_3_487,Gene_2163
Iso_3_488,Gene_2163
Iso_3_489,Gene_2163
Iso_3_490,Gene_2164
Iso_3_491,Gene_2164
Iso_3_492,Gene_2164
Iso_3_493,Gene_2165
Iso_3_494,Gene_2165
Iso_3_495,Gene_2165
Iso_3_496,Gene_2166
Iso_3_497,Gene_2166
Iso_3_498,Gene_2166
Iso_3_499,Gene_2167
Iso_3_500,Gene_2167
Iso_3_501,Gene_2167
Iso_3_502,Gene_2168
Iso_3_503,Gene_2168
Iso_3_504,Gene_2168
Iso_3_505,Gene_2169
Iso_3_506,Gene_2169
Iso_3_507,Gene_2169
Iso_3_508,Gene_2170
Iso_3_509,Gene_2170
Iso_3_510,Gene_2170
Iso_3_511,Gene_2171
Iso_3_512,Gene_2171
Iso_3_513,Gene_2171
Iso_3_514,Gene_2172
Iso_3_515,Gene_2172
Iso_3_516,Gene_2172
Iso_3_517,Gene_2173
Iso_3_518,Gene_2173
Iso_3_519,Gene_2173
Iso_3_520,Gene_2174
Iso_3_521,Gene_2174
Iso_3_522,Gene_2174
Iso_3_523,Gene_2175
Iso_3_524,Gene_2175
Iso_3_525,Gene_2175
Iso_3_526,Gene_2176
Iso_3_527,Gene_2176
Iso_3_528,Gene_2176
Iso_3_529,Gene_2177
Iso_3_530,Gene_2177
Iso_3_531,Gene_2177
Iso_3_532,Gene_2178
Iso_3_533,Gene_2178
Iso_3_534,Gene_2178
Iso_3_535,Gene_2179
Iso_3_536,Gene_2179
Iso_3_537,Gene_2179
Iso_3_538,Gene_2180
Iso_3_539,Gene_2180
Iso_3_540,Gene_2180
Iso_3_541,Gene_2181
Iso_3_542,Gene_2181
Iso_3_543,Gene_2181
Iso_3_544,Gene_2182
Iso_3_545,Gene_2182
Iso_3_546,Gene_2182
Iso_3_547,Gene_2183
Iso_3_548,Gene_2183
Iso_3_549,Gene_2183
Iso_3_550,Gene_2184
Iso_3_551,Gene_2184
Iso_3_552,Gene_2184
Iso_3_553,Gene_2185
Iso_3_554,Gene_2185
Iso_3_555,Gene_2185
Iso_3_556,Gene_2186
Iso_3_557,Gene_2186
Iso_3_558,Gene_2186
Iso_3_559,Gene_2187
Iso_3_560,Gene_2187
Iso_3_561,Gene_2187
Iso_3_562,Gene_2188
Iso_3_563,Gene_2188
Iso_3_564,Gene_2188
Iso_3_565,Gene_2189
Iso_3_566,Gene_2189
Iso_3_567,Gene_2189
Iso_3_568,Gene_2190
Iso_3_569,Gene_2190
Iso_3_570,Gene_2190
Iso_3_571,Gene_2191
Iso_3_572,Gene_2191
Iso_3_573,Gene_2191
Iso_3_574,Gene_2192
Iso_3_575,Gene_2192
Iso_3_576,Gene_2192
Iso_3_577,Gene_2193
Iso_3_578,Gene_2193
Iso_3_579,Gene_2193
Iso_3_580,Gene_2194
Iso_3_581,Gene_2194
Iso_3_582,Gene_2194
Iso_3_583,Gene_2195
Iso_3_584,Gene_2195
Iso_3_585,Gene_2195
Iso_3_586,Gene_2196
Iso_3_587,Gene_2196
Iso_3_588,Gene_2196
Iso_3_589,Gene_2197
Iso_3_590,Gene_2197
Iso_3_591,Gene_2197
Iso_3_592,Gene_2198
Iso_3_593,Gene_2198
Iso_3_594,Gene_2198
Iso_3_595,Gene_2199
Iso_3_596,Gene_2199
Iso_3_597,Gene_2199
Iso_3_598,Gene_2200
Iso_3_599,Gene_2200
Iso_3_600,Gene_2200
Iso_3_601,Gene_2201
Iso_3_602,Gene_2201
Iso_3_603,Gene_2201
Iso_3_604,Gene_2202
Iso_3_605,Gene_2202
Iso_3_606,Gene_2202
Iso_3_607,Gene_2203
Iso_3_608,Gene_2203
Iso_3_609,Gene_2203
Iso_3_610,Gene_2204
Iso_3_611,Gene_2204
Iso_3_612,Gene_2204
Iso_3_613,Gene_2205
Iso_3_614,Gene_2205
Iso_3_615,Gene_2205
Iso_3_616,Gene_2206
Iso_3_617,Gene_2206
Iso_3_618,Gene_2206
Iso_3_619,Gene_2207
Iso_3_620,Gene_2207
Iso_3_621,Gene_2207
Iso_3_622,Gene_2208
Iso_3_623,Gene_2208
Iso_3_624,Gene_2208
Iso_3_625,Gene_2209
Iso_3_626,Gene_2209
Iso_3_627,Gene_2209
Iso_3_628,Gene_2210
Iso_3_629,Gene_2210
Iso_3_630,Gene_2210
Iso_3_631,Gene_2211
Iso_3_632,Gene_2211
Iso_3_633,Gene_2211
Iso_3_634,Gene_2212
Iso_3_635,Gene_2212
Iso_3_636,Gene_2212
Iso_3_637,Gene_2213
Iso_3_638,Gene_2213
Iso_3_639,Gene_2213
Iso_3_640,Gene_2214
Iso_3_641,Gene_2214
Iso_3_642,Gene_2214
Iso_3_643,Gene_2215
Iso_3_644,Gene_2215
Iso_3_645,Gene_2215
Iso_3_646,Gene_2216
Iso_3_647,Gene_2216
Iso_3_648,Gene_2216
Iso_3_649,Gene_2217
Iso_3_650,Gene_2217
Iso_3_651,Gene_2217
Iso_3_652,Gene_2218
Iso_3_653,Gene_2218
Iso_3_654,Gene_2218
Iso_3_655,Gene_2219
Iso_3_656,Gene_2219
Iso_3_657,Gene_2219
Iso_3_658,Gene_2220
Iso_3_659,Gene_2220
Iso_3_660,Gene_2220
Iso_3_661,Gene_2221
Iso_3_662,Gene_2221
Iso_3_663,Gene_2221
Iso_3_664,Gene_2222
Iso_3_665,Gene_2222
Iso_3_666,Gene_2222
Iso_3_667,Gene_2223
Iso_3_668,Gene_2223
Iso_3_669,Gene_2223
Iso_3_670,Gene_2224
Iso_3_671,Gene_2224
Iso_3_672,Gene_2224
Iso_3_673,Gene_2225
Iso_3_674,Gene_2225
Iso_3_675,Gene_2225
Iso_3_676,Gene_2226
Iso_3_677,Gene_2226
Iso_3_678,Gene_2226
Iso_3_679,Gene_2227
Iso_3_680,Gene_2227
Iso_3_681,Gene_2227
Iso_3_682,Gene_2228
Iso_3_683,Gene_2228
Iso_3_684,Gene_2228
Iso_3_685,Gene_2229
Iso_3_686,Gene_2229
Iso_3_687,Gene_2229
Iso_3_688,Gene_2230
Iso_3_689,Gene_2230
Iso_3_690,Gene_2230
Iso_3_691,Gene_2231
Iso_3_692,Gene_2231
Iso_3_693,Gene_2231
Iso_3_694,Gene_2232
Iso_3_695,Gene_2232
Iso_3_696,Gene_2232
Iso_3_697,Gene_2233
Iso_3_698,Gene_2233
Iso_3_699,Gene_2233
Iso_3_700,Gene_2234
Iso_3_701,Gene_2234
Iso_3_702,Gene_2234
Iso_3_703,Gene_2235
Iso_3_704,Gene_2235
Iso_3_705,Gene_2235
Iso_3_706,Gene_2236
Iso_3_707,Gene_2236
Iso_3_708,Gene_2236
Iso_3_709,Gene_2237
Iso_3_710,Gene_2237
Iso_3_711,Gene_2237
Iso_3_712,Gene_2238
Iso_3_713,Gene_2238
Iso_3_714,Gene_2238
Iso_3_715,Gene_2239
Iso_3_716,Gene_2239
Iso_3_717,Gene_2239
Iso_3_718,Gene_2240
Iso_3_719,Gene_2240
Iso_3_720,Gene_2240
Iso_3_721,Gene_2241
Iso_3_722,Gene_2241
Iso_3_723,Gene_2241
Iso_3_724,Gene_2242
Iso_3_725,Gene_2242
Iso_3_726,Gene_2242
Iso_3_727,Gene_2243
Iso_3_728,Gene_2243
